enterer,entry_date,subject,DOT,DOB,age_group,order,item,label,story,polarity,condition,true_answer,response,correct,response_type,justification,just_type,include
Leo,2018-08-23,96,2018-08-21,2012-08-01,6,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,,none,1
Leo,2018-08-23,97,2018-08-21,2014-03-05,4,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,littlest,scale,1
Leo,2018-08-23,97,2018-08-21,2014-03-05,4,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,big and on that side,scale,1
Leo,2018-08-23,97,2018-08-21,2014-03-05,4,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,doesn't match,,1
Leo,2018-08-23,97,2018-08-21,2014-03-05,4,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,big,scale,1
Leo,2018-08-23,97,2018-08-21,2014-03-05,4,NEG,5,target,capacity,neg,TCN,3,3,1,adult-like,big,scale,1
Leo,2018-08-23,97,2018-08-21,2014-03-05,4,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,big hat,,1
Leo,2018-08-23,97,2018-08-21,2014-03-05,4,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,changed answer from 3,,1
Leo,2018-08-23,97,2018-08-21,2014-03-05,4,NEG,8,target,fit,pos,TFP,3,1,0,opposite,little,scale,1
Leo,2018-08-23,97,2018-08-21,2014-03-05,4,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,little,scale,1
Leo,2018-08-23,97,2018-08-21,2014-03-05,4,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,he's medium (changed answer from 1 after saying the pink one was the medium one),,1
Leo,2018-08-23,97,2018-08-21,2014-03-05,4,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,he has a big pumpkin,random,1
Leo,2018-08-23,97,2018-08-21,2014-03-05,4,NEG,12,target,capacity,pos,TCP,3,3,1,adult-like,big,scale,1
Leo,2018-08-23,98,2018-08-21,2012-01-25,6,POS,1,target,fit,pos,TFP,3,3,1,adult-like,,none,1
Leo,2018-08-23,98,2018-08-21,2012-01-25,6,POS,2,target,reach,pos,TRP,1,1,1,adult-like,littlest & can still get it,scale,1
Leo,2018-08-23,98,2018-08-21,2012-01-25,6,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,yellow,,1
Leo,2018-08-23,98,2018-08-21,2012-01-25,6,POS,4,target,weight,pos,TWP,1,1,1,adult-like,littlest & can still get it,scale,1
Leo,2018-08-23,98,2018-08-21,2012-01-25,6,POS,5,target,capacity,pos,TCP,3,1,0,opposite,little & it can fill up a ton of them,scale,1
Leo,2018-08-23,98,2018-08-21,2012-01-25,6,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,medium,,1
Leo,2018-08-23,98,2018-08-21,2012-01-25,6,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,green and pink,,1
Leo,2018-08-23,98,2018-08-21,2012-01-25,6,POS,8,target,fit,neg,TFN,1,1,1,adult-like,little & still can't,scale,1
Leo,2018-08-23,98,2018-08-21,2012-01-25,6,POS,9,target,reach,neg,TRN,3,3,1,adult-like,tall but still can't reach,scale,1
Leo,2018-08-23,98,2018-08-21,2012-01-25,6,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,middle,,1
Leo,2018-08-23,98,2018-08-21,2012-01-25,6,POS,11,target,weight,neg,TWN,3,3,1,adult-like,so big but still can't,scale,1
Leo,2018-08-23,98,2018-08-21,2012-01-25,6,POS,12,target,capacity,neg,TCN,1,3,0,opposite,big cup but still can't,scale,1
Leo,2018-08-23,99,2018-08-21,2012-12-16,5,POS,1,target,fit,pos,TFP,3,2,0,middle,medium socks,random,1
Leo,2018-08-23,99,2018-08-21,2012-12-16,5,POS,2,target,reach,pos,TRP,1,2,0,middle,same height as the tree,scale,1
Leo,2018-08-23,99,2018-08-21,2012-12-16,5,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,yellow,,1
Leo,2018-08-23,99,2018-08-21,2012-12-16,5,POS,4,target,weight,pos,TWP,1,1,1,adult-like,little and strong,scale,1
Leo,2018-08-23,99,2018-08-21,2012-12-16,5,POS,5,target,capacity,pos,TCP,3,2,0,middle,medium & basket,scale,1
Leo,2018-08-23,99,2018-08-21,2012-12-16,5,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,because it's blue,,1
Leo,2018-08-23,99,2018-08-21,2012-12-16,5,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,not matching,,1
Leo,2018-08-23,99,2018-08-21,2012-12-16,5,POS,8,target,fit,neg,TFN,1,1,1,adult-like,little hole,scale,1
Leo,2018-08-23,99,2018-08-21,2012-12-16,5,POS,9,target,reach,neg,TRN,3,2,0,middle,,none,1
Leo,2018-08-23,99,2018-08-21,2012-12-16,5,POS,10,filler,scale,neg,FSN,2,3,0,opposite,standing next to the yellow hat,,1
Leo,2018-08-23,99,2018-08-21,2012-12-16,5,POS,11,target,weight,neg,TWN,3,1,0,opposite,small & the bowling ball is big,scale,1
Leo,2018-08-23,99,2018-08-21,2012-12-16,5,POS,12,target,capacity,neg,TCN,1,2,0,middle,medium cup & medium size,scale,1
Leo,2018-08-23,100,2018-08-21,2013-08-31,4,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,small,scale,1
Leo,2018-08-23,100,2018-08-21,2013-08-31,4,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,big,scale,1
Leo,2018-08-23,100,2018-08-21,2013-08-31,4,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
Leo,2018-08-23,100,2018-08-21,2013-08-31,4,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,big,scale,1
Leo,2018-08-23,100,2018-08-21,2013-08-31,4,NEG,5,target,capacity,neg,TCN,3,3,1,adult-like,big,scale,1
Leo,2018-08-23,100,2018-08-21,2013-08-31,4,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,medium,,1
Leo,2018-08-23,100,2018-08-21,2013-08-31,4,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,medium yellow chair & yellow hat,,1
Leo,2018-08-23,100,2018-08-21,2013-08-31,4,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,big,scale,1
Leo,2018-08-23,100,2018-08-21,2013-08-31,4,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,little,scale,1
Leo,2018-08-23,100,2018-08-21,2013-08-31,4,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,medium,,1
Leo,2018-08-23,100,2018-08-21,2013-08-31,4,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,little,scale,1
Leo,2018-08-23,100,2018-08-21,2013-08-31,4,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,little,scale,1
